stop_lat,stop_lon,BoardMode_4,BoardMode_5,BoardMode_6,BoardMode_7,BoardMode_8,BoardMode_9,TripMode_4,TripMode_5,TripMode_6,TripMode_7,TripMode_8,TripMode_9
39.975518,-111.776579,13.119000000000002,0.0,0.0,0.0,0.0,0.0,13.119000000000002,0.0,0.0,0.0,0.0,0.0
39.975519,-111.784847,32.796,0.0,0.0,0.0,0.0,0.0,32.796,0.0,0.0,0.0,0.0,0.0
39.975697,-111.785858,2.952,0.0,0.0,0.0,0.0,0.0,2.952,0.0,0.0,0.0,0.0,0.0
40.031240999999994,-111.74380900000001,4.6819999999999995,0.0,0.0,0.0,0.0,0.0,4.6819999999999995,0.0,0.0,0.0,0.0,0.0
40.031249,-111.75353700000001,6.835,0.0,0.0,0.0,0.0,0.0,6.835,0.0,0.0,0.0,0.0,0.0
40.032313,-111.754406,45.471000000000004,0.0,0.0,0.0,0.0,0.0,45.471000000000004,0.0,0.0,0.0,0.0,0.0
40.032454,-111.754278,6.559,0.0,0.0,0.0,0.0,0.0,6.559,0.0,0.0,0.0,0.0,0.0
40.044422,-111.72288200000001,6.835,0.0,0.0,0.0,0.0,0.0,6.835,0.0,0.0,0.0,0.0,0.0
40.044438,-111.726836,13.706,0.0,0.0,0.0,0.0,0.0,13.706,0.0,0.0,0.0,0.0,0.0
40.044461,-111.73013700000001,13.878,0.0,0.0,0.0,0.0,0.0,13.706,0.0,0.0,0.0,0.0,0.172
40.044466,-111.731728,21.630000000000003,0.0,0.0,0.0,0.0,0.0,21.630000000000003,0.0,0.0,0.0,0.0,0.0
40.044612,-111.718526,11.152000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.152000000000001
40.051231,-111.68327099999999,28.483,0.0,0.0,0.0,0.0,0.0,14.878,0.0,0.0,0.0,0.0,13.605
40.059878999999995,-111.66888200000001,19.61,0.0,0.0,0.0,0.0,0.0,19.61,0.0,0.0,0.0,0.0,0.0
40.060358,-111.66896799999999,12.737,0.0,0.0,0.0,0.0,0.0,12.737,0.0,0.0,0.0,0.0,0.0
40.098478,-111.65523300000001,5.607,0.0,0.0,0.0,0.0,0.0,5.607,0.0,0.0,0.0,0.0,0.0
40.102871,-111.65536100000001,5.184,0.0,0.0,0.0,0.0,0.0,5.184,0.0,0.0,0.0,0.0,0.0
40.108633000000005,-111.654651,3.122,0.0,0.0,0.0,0.0,0.0,3.122,0.0,0.0,0.0,0.0,0.0
40.109015,-111.65496,3.3369999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3369999999999997,0.0
40.109660999999996,-111.64841200000001,9.365,0.0,0.0,0.0,0.0,0.0,9.365,0.0,0.0,0.0,0.0,0.0
40.109677000000005,-111.65388200000001,14.870999999999999,0.0,0.0,0.0,0.0,0.0,14.870999999999999,0.0,0.0,0.0,0.0,0.0
40.110337,-111.64063600000001,23.532,0.0,0.0,0.0,0.0,0.0,23.532,0.0,0.0,0.0,0.0,0.0
40.112192,-111.640771,7.439,0.0,0.0,0.0,0.0,0.0,7.439,0.0,0.0,0.0,0.0,0.0
40.115581,-111.640528,13.706,0.0,0.0,0.0,0.0,0.0,13.706,0.0,0.0,0.0,0.0,0.0
40.117001,-111.640504,15.706,0.0,0.0,0.0,0.0,0.0,8.449,0.0,0.0,0.0,7.257000000000001,0.0
40.118935,-111.64048600000001,9.512,0.0,0.0,0.0,0.0,0.0,9.512,0.0,0.0,0.0,0.0,0.0
40.118972,-111.64071799999999,36.492,0.0,0.0,0.0,0.0,0.0,33.322,0.0,0.0,3.17,0.0,0.0
40.121537,-111.63841399999998,12.588000000000001,0.0,0.0,0.0,0.0,0.0,7.134,0.0,0.0,0.0,0.0,5.454
40.121572,-111.638752,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24
