Node,BoardingsDr,BoardingsWk,Boardings,Alightings,BoardingsAndAlightings,BoardingsAndAlightings_Half
3616,0.0,38.5200012,38.5200012,8.7799996,47.30000080000001,23.650000400000003
3617,0.0,12.710000099999998,12.710000099999998,4.0800002,16.7900003,8.39500015
3625,0.0,0.48,0.48,10.610000300000001,11.090000300000002,5.545000150000001
3631,0.0,8.5500002,8.5500002,6.5399999,15.0900001,7.54500005
3633,0.0,41.34,41.34,7.3600002,48.700000200000005,24.350000100000003
3636,0.0,15.6400002,15.6400002,16.7499995,32.389999700000004,16.194999850000002
3645,0.0,245.6199995,245.6199995,39.6200009,285.2400004,142.6200002
3646,0.87,102.5099996,103.37999959999998,300.4399978,403.8199974,201.9099987
3647,0.0,1.44,1.44,2.5599999999999996,3.9999999999999996,1.9999999999999998
3648,0.0,4.890000000000001,4.890000000000001,0.88,5.7700000000000005,2.8850000000000002
3651,0.1,13.790000099999997,13.890000099999996,43.38999990000001,57.28,28.64
3653,0.0,51.28,51.28,47.259999699999995,98.5399997,49.26999985
3654,0.0,0.6699999999999999,0.6699999999999999,12.620000400000002,13.290000400000002,6.645000200000001
3655,0.19999999999999998,222.41999609999996,222.61999609999998,1153.5099967,1376.1299928,688.0649964
3661,0.01,7.7000001000000005,7.7100001,22.8399992,30.549999300000003,15.274999650000002
3662,0.49999999999999994,336.210001,336.710001,146.22999919999998,482.9400002,241.4700001
3665,0.0,55.770000499999995,55.770000499999995,37.140000900000004,92.9100014,46.4550007
3670,0.0,0.03,0.03,5.670000099999999,5.7000001,2.85000005
3671,0.0,105.84999799999999,105.84999799999999,6.08,111.92999799999998,55.96499899999999
3673,0.0,0.2,0.2,2.4,2.6,1.3
3675,0.0,0.83,0.83,8.1800003,9.0100003,4.50500015
3676,0.0,0.57,0.57,1.35,1.92,0.96
3680,0.0,0.7000000000000001,0.7000000000000001,0.53,1.23,0.615
3682,0.0,138.57999800000002,138.57999800000002,20.390000299999997,158.96999830000001,79.48499915000001
3685,0.0,149.84999839999998,149.84999839999998,10.3399997,160.18999809999997,80.09499904999998
3689,0.0,9.5199998,9.5199998,17.4799996,26.9999994,13.4999997
3692,0.0,67.97999659999999,67.97999659999999,4.58,72.55999659999999,36.279998299999995
3694,0.0,29.689999099999998,29.689999099999998,5.9500001,35.6399992,17.8199996
3696,0.0,200.9000015,200.9000015,11.029999799999999,211.93000130000001,105.96500065000001
3697,0.0,0.23,0.23,0.16,0.39,0.195
3704,0.0,22.069999900000003,22.069999900000003,7.8699998,29.9399997,14.96999985
3705,0.0,15.650000099999998,15.650000099999998,7.719999900000001,23.369999999999997,11.684999999999999
3706,0.0,17.9199996,17.9199996,3.1399999,21.0599995,10.52999975
3710,0.0,0.33,0.33,0.26,0.5900000000000001,0.29500000000000004
3716,1.1500000000000001,73.5199995,74.6699995,40.8299994,115.49999890000001,57.749999450000004
3717,0.0,2.8200001,2.8200001,4.3100000000000005,7.1300001,3.56500005
3721,0.0,306.5,306.5,16.8700008,323.3700008,161.6850004
3722,0.0,33.4800015,33.4800015,2.62,36.1000015,18.05000075
3723,0.0,99.80999810000002,99.80999810000002,7.58,107.38999810000001,53.69499905000001
3724,0.0,42.6099993,42.6099993,9.549999800000002,52.1599991,26.07999955
3734,0.0,15.359999899999998,15.359999899999998,4.559999899999999,19.9199998,9.9599999
3736,0.0,0.8300000000000001,0.8300000000000001,7.33,8.16,4.08
3739,0.0,149.7399977,149.7399977,38.299999899999996,188.0399976,94.0199988
3742,0.0,13.070000199999999,13.070000199999999,15.8400002,28.9100004,14.4550002
3745,0.0,11.9599999,11.9599999,44.38999979999999,56.34999969999999,28.174999849999995
3746,0.0,134.9299968,134.9299968,172.6900003,307.6199971,153.80999855
3747,0.0,2.46,2.46,13.3999996,15.859999599999998,7.929999799999999
3749,0.0,1.31,1.31,11.9300001,13.240000100000001,6.620000050000001
3752,0.0,0.03,0.03,0.0,0.03,0.015
3754,0.0,25.900000600000006,25.900000600000006,55.6200013,81.52000190000001,40.760000950000006
3759,0.0,53.299999,53.299999,39.0399993,92.33999829999999,46.169999149999995
3762,0.0,11.3900003,11.3900003,5.4899998,16.8800001,8.44000005
3763,0.0,17.550000500000003,17.550000500000003,116.2700011,133.8200016,66.9100008
3767,0.24,47.6199999,47.859999900000005,387.0000018,434.8600017,217.43000085
3770,0.0,2.43,2.43,0.89,3.3200000000000003,1.6600000000000001
3774,0.0,55.92000110000001,55.92000110000001,15.889999800000002,71.8100009,35.90500045
3776,0.0,0.9200000000000002,0.9200000000000002,30.1700002,31.090000200000002,15.545000100000001
3780,0.0,6.9100001,6.9100001,10.4299998,17.3399999,8.66999995
3782,0.0,13.0300002,13.0300002,280.2000028,293.230003,146.6150015
3783,0.0,76.92999839999999,76.92999839999999,827.5200097,904.4500080999999,452.22500404999994
3787,0.0,81.8799999,81.8799999,4.6099999,86.4899998,43.2449999
3792,2.1599998999999994,75.1199996,77.2799995,207.61000160000003,284.89000110000006,142.44500055000003
3793,0.04,59.690000000000005,59.730000000000004,460.60998920000003,520.3399892,260.1699946
3795,0.04,18.29,18.330000000000002,150.0299984,168.35999840000002,84.17999920000001
3796,0.0,35.750001299999994,35.750001299999994,326.9899909999999,362.7399922999999,181.36999614999996
3797,10.689999999999998,253.50000029999995,264.19000029999995,1353.3600032000004,1617.5500035000005,808.7750017500002
3798,0.0,65.6400003,65.6400003,69.3599998,135.0000001,67.50000005
3802,0.37000000000000005,76.87999999999998,77.25,417.4599965,494.7099965,247.35499825
3803,0.0,83.35000099999999,83.35000099999999,765.4100013999999,848.7600024,424.3800012
3805,0.33,70.38999989999999,70.71999989999999,159.0600004,229.78000029999998,114.89000014999999
3808,0.0,9.3699999,9.3699999,122.949997,132.3199969,66.15999845
3810,0.0,3.7399997999999997,3.7399997999999997,52.9700012,56.710001,28.3550005
3813,0.0,73.2299996,73.2299996,521.7600038999999,594.9900035,297.49500175
3814,0.0,104.25000390000002,104.25000390000002,21.5499997,125.80000360000003,62.90000180000001
3815,0.0,1.58,1.58,37.0499994,38.629999399999996,19.314999699999998
3816,0.0,4.7499998,4.7499998,85.8599997,90.6099995,45.30499975
3821,0.0,19.850000299999998,19.850000299999998,33.5399995,53.3899998,26.6949999
3824,0.0,100.1599997,100.1599997,244.6200018,344.7800015,172.39000075
3828,0.0,27.630000199999998,27.630000199999998,23.0999995,50.72999969999999,25.364999849999997
3829,0.0,6.630000099999999,6.630000099999999,2.27,8.9000001,4.45000005
3831,0.05,166.4299969,166.4799969,76.14000039999999,242.6199973,121.30999865
3834,0.0,13.0,13.0,36.729998200000004,49.729998200000004,24.864999100000002
3838,0.0,7.48,7.48,33.209999100000005,40.68999910000001,20.344999550000004
3841,0.04,380.58999500000004,380.629995,180.71999730000002,561.3499923,280.67499615
3842,0.0,155.81999780000004,155.81999780000004,96.66000190000003,252.47999970000006,126.23999985000003
3846,0.0,21.3899994,21.3899994,51.7599992,73.1499986,36.5749993
3848,0.0,61.2600002,61.2600002,29.2699995,90.5299997,45.26499985
3851,0.0,97.81000279999999,97.81000279999999,107.3899985,205.2000013,102.60000065
3852,0.02,14.659999999999998,14.679999999999998,14.750000000000002,29.43,14.715
3854,0.16,49.6599992,49.819999200000005,12.6699998,62.489999000000005,31.244999500000002
3858,0.0,20.0999997,20.0999997,30.4899998,50.589999500000005,25.294999750000002
3861,0.0,140.5399971,140.5399971,61.84999989999999,202.389997,101.1949985
3862,0.17,26.739999699999995,26.909999699999997,43.4499994,70.3599991,35.17999955
3863,0.0,23.44,23.44,20.510000199999997,43.9500002,21.9750001
3865,0.02,69.1600016,69.1800016,31.9899991,101.1700007,50.58500035
3868,0.0,21.9900002,21.9900002,21.509999800000003,43.5,21.75
3869,0.0,28.339999199999998,28.339999199999998,6.8400002,35.1799994,17.5899997
3870,0.0,10.319999900000001,10.319999900000001,8.4000001,18.72,9.36
3876,0.0,122.2100029,122.2100029,9.359999900000002,131.5700028,65.7850014
3880,0.0,19.2399994,19.2399994,3.4700001,22.7099995,11.35499975
3881,0.0,460.7699967,460.7699967,27.74,488.5099967,244.25499835
3882,3.98,83.0799983,87.0599983,24.329999599999997,111.3899979,55.69499895
3883,0.06,38.90000069999999,38.960000699999995,25.189999699999998,64.1500004,32.0750002
3885,0.0,170.22,170.22,55.4600019,225.6800019,112.84000095
3888,0.0,21.229999499999998,21.229999499999998,6.2200002,27.4499997,13.72499985
3889,0.0,17.899999899999997,17.899999899999997,2.0999999000000003,19.999999799999998,9.999999899999999
3891,0.22999999999999998,25.42,25.65,23.4399996,49.0899996,24.5449998
3892,0.0,111.71000099999999,111.71000099999999,14.4900002,126.20000119999999,63.100000599999994
3905,0.27999999999999997,18.279999599999996,18.559999599999998,931.2899697,949.8499693,474.92498465
3911,0.0,6.9500001000000005,6.9500001000000005,63.700000800000005,70.65000090000001,35.325000450000005
3913,0.0,30.1799993,30.1799993,13.709999499999999,43.8899988,21.9449994
3918,0.01,49.83000089999999,49.84000089999999,9.399999900000001,59.24000079999999,29.620000399999995
3922,0.0,0.23,0.23,8.510000199999999,8.740000199999999,4.3700000999999995
3924,1.51,18.1700004,19.6800004,22.9000002,42.580000600000005,21.290000300000003
3925,0.0,66.039999,66.039999,11.67,77.709999,38.8549995
3926,0.01,1.37,1.38,24.580000400000003,25.960000400000002,12.980000200000001
3929,0.0,200.9799996,200.9799996,60.7299996,261.7099992,130.8549996
3933,0.0,99.9899998,99.9899998,13.440000100000002,113.42999990000001,56.714999950000006
3942,0.0,26.640000500000003,26.640000500000003,35.230001200000004,61.8700017,30.93500085
3962,0.0,125.66000170000001,125.66000170000001,47.13000099999999,172.7900027,86.39500135
3963,0.0,20.110000199999998,20.110000199999998,9.5500002,29.660000399999998,14.830000199999999
3964,0.0,35.9400005,35.9400005,55.98999930000001,91.9299998,45.9649999
3965,0.24,6.430000100000001,6.6700001,97.92000309999999,104.59000319999998,52.29500159999999
3970,0.0,0.28,0.28,10.9899995,11.269999499999999,5.6349997499999995
3971,0.0,0.63,0.63,0.44,1.07,0.535
3982,0.0,198.06999580000002,198.06999580000002,18.8999996,216.96999540000002,108.48499770000001
3986,0.0,78.0899982,78.0899982,35.4499998,113.539998,56.769999
3990,0.0,31.840000600000003,31.840000600000003,76.4000024,108.240003,54.1200015
3991,0.0,3.9000001,3.9000001,8.14,12.0400001,6.02000005
3994,0.0,72.93000029999999,72.93000029999999,7.75,80.68000029999999,40.340000149999995
3998,0.22,67.5600003,67.7800003,20.9500003,88.7300006,44.3650003
4002,0.0,35.6000008,35.6000008,23.5399994,59.140000199999996,29.570000099999998
4004,0.0,103.3199978,103.3199978,44.2599993,147.57999709999999,73.78999854999999
4005,0.0,43.540000899999995,43.540000899999995,31.019999499999997,74.56000039999999,37.280000199999996
4010,0.0,5.5,5.5,7.54,13.04,6.52
4013,0.0,107.14000129999998,107.14000129999998,23.72,130.86000129999996,65.43000064999998
4015,0.0,0.12,0.12,0.0,0.12,0.06
4016,0.0,98.62000029999999,98.62000029999999,76.30000050000001,174.9200008,87.4600004
4018,0.0,0.25,0.25,13.739999800000001,13.989999800000001,6.994999900000001
4019,0.0,29.199999899999998,29.199999899999998,6.51,35.7099999,17.85499995
4022,0.18,35.999999700000004,36.1799997,11.189999700000003,47.369999400000005,23.684999700000002
4023,0.0,6.4699998,6.4699998,4.5100002,10.98,5.49
4025,0.0,0.08,0.08,4.5900001999999995,4.6700002,2.3350001
4031,0.79,220.88000110000002,221.67000110000004,70.3200003,291.99000140000004,145.99500070000002
4032,0.65,5.2000001000000005,5.8500001,34.89999949999999,40.749999599999995,20.374999799999998
4037,0.0,0.22999999999999998,0.22999999999999998,2.56,2.79,1.395
4038,0.76,20.1799998,20.939999800000002,15.080000400000001,36.020000200000005,18.010000100000003
4044,0.0,30.6700005,30.6700005,31.4600005,62.130001,31.0650005
4046,0.0,0.01,0.01,0.01,0.02,0.01
4047,0.0,0.28,0.28,11.3199999,11.599999899999998,5.799999949999999
4053,0.0,17.3199997,17.3199997,24.9200001,42.2399998,21.1199999
4054,0.0,10.55,10.55,12.710000099999998,23.2600001,11.63000005
4055,0.0,18.029999699999998,18.029999699999998,30.1300006,48.16000029999999,24.080000149999996
4059,0.0,1.48,1.48,25.7700005,27.2500005,13.62500025
4067,0.0,6.44,6.44,39.5299987,45.9699987,22.98499935
4071,0.0,7.129999799999999,7.129999799999999,6.1399998,13.269999599999998,6.634999799999999
4077,0.0,20.0200004,20.0200004,26.7099991,46.729999500000005,23.364999750000003
4082,0.0,1.8799998999999998,1.8799998999999998,1.6400000000000001,3.5199999,1.75999995
4083,0.0,302.2600021,302.2600021,89.1699982,391.4300003,195.71500015
4085,0.18,52.1999998,52.37999980000001,54.159999799999994,106.5399996,53.2699998
4087,0.0,207.93999860000002,207.93999860000002,346.3300019,554.2700005,277.13500025
4094,0.0,2.2600001,2.2600001,1.4400000000000002,3.7000001000000005,1.8500000500000002
4095,0.0,88.5500011,88.5500011,17.810000000000002,106.3600011,53.18000055
4097,0.0,0.02,0.02,0.02,0.04,0.02
4098,0.0,156.2000007,156.2000007,27.0,183.2000007,91.60000035
4100,1.46,110.22999740000002,111.68999740000001,42.819999800000005,154.50999720000002,77.25499860000001
4102,0.0,19.319999699999997,19.319999699999997,0.09,19.409999699999997,9.704999849999998
4105,19.6199991,44.5499996,64.16999870000001,26.310000299999995,90.479999,45.2399995
4107,0.0,2.9100001000000004,2.9100001000000004,1.0,3.9100001000000004,1.9550000500000002
4108,0.0,178.22999959999999,178.22999959999999,39.759999199999996,217.98999879999997,108.99499939999998
4109,0.0,92.32999810000001,92.32999810000001,15.2299996,107.55999770000001,53.779998850000005
4110,0.49,57.7400004,58.2300004,49.9199987,108.1499991,54.07499955
4111,0.0,0.15,0.15,0.13,0.28,0.14
4113,0.0,0.02,0.02,0.62,0.64,0.32
4115,0.53,75.119999,75.64999900000001,13.100000199999998,88.7499992,44.3749996
4116,0.0,6.95,6.95,42.1400004,49.0900004,24.5450002
4117,0.0,0.86,0.86,0.7,1.56,0.78
4118,0.0,51.7499981,51.7499981,8.7200001,60.4699982,30.2349991
4119,0.0,52.4400006,52.4400006,13.3799998,65.8200004,32.9100002
4120,26.719999099999995,128.61999980000002,155.3399989,78.1299994,233.46999830000001,116.73499915000001
4122,0.0,1.38,1.38,0.68,2.06,1.03
4123,0.0,7.079999900000001,7.079999900000001,3.29,10.3699999,5.18499995
4124,0.0,3.71,3.71,12.679999800000001,16.389999800000002,8.194999900000001
4125,0.0,1.25,1.25,1.6500000000000001,2.9000000000000004,1.4500000000000002
4127,0.0,0.55,0.55,0.38,0.93,0.465
4128,0.0,30.600000400000003,30.600000400000003,5.9000001,36.5000005,18.25000025
4131,0.0,69.7099991,69.7099991,7.99,77.6999991,38.84999955
4132,0.0,0.02,0.02,0.01,0.03,0.015
4134,0.0,9.6600003,9.6600003,0.98,10.6400003,5.32000015
4136,0.0,80.52000340000001,80.52000340000001,12.0700002,92.5900036,46.2950018
4139,0.0,15.779999499999999,15.779999499999999,3.1899999,18.9699994,9.4849997
4141,0.0,2.1199999000000003,2.1199999000000003,32.65,34.7699999,17.38499995
4142,0.02,3.5700000000000003,3.5900000000000003,22.0999998,25.6899998,12.8449999
4143,0.32,21.5,21.82,81.55,103.37,51.685
4146,0.0,24.8999996,24.8999996,17.4100003,42.3099999,21.15499995
4147,0.03,1.53,1.56,57.38999850000001,58.949998500000014,29.474999250000007
4149,0.0,0.9299999999999999,0.9299999999999999,12.0299996,12.9599996,6.4799998
4152,0.0,10.039999900000002,10.039999900000002,3.67,13.709999900000001,6.854999950000001
4155,0.0,9.5900001,9.5900001,3.4399998999999997,13.03,6.515
4158,7.540000099999999,17.8399996,25.3799997,25.300000400000002,50.6800001,25.34000005
4159,0.0,224.2000046,224.2000046,117.3500023,341.55000689999997,170.77500344999999
4162,0.0,29.959999099999997,29.959999099999997,40.0100006,69.96999969999999,34.984999849999994
4164,0.0,84.1900015,84.1900015,47.1199989,131.31000039999998,65.65500019999999
4165,2.5700001,79.42000209999998,81.99000219999998,11.069999900000001,93.06000209999998,46.53000104999999
4166,0.0,238.79000850000003,238.79000850000003,51.33,290.12000850000004,145.06000425000002
4167,0.0,13.72,13.72,2.8999998999999996,16.6199999,8.30999995
4168,0.01,82.9900018,83.0000018,7.9199998,90.9200016,45.4600008
4172,4.6099999,87.21999860000001,91.8299985,17.4199998,109.2499983,54.62499915
4173,0.0,177.53000450000002,177.53000450000002,39.96000000000001,217.49000450000003,108.74500225000001
4175,117.6199998,20.6200001,138.2399999,19.3800004,157.6200003,78.81000015
4176,0.0,174.95999519999998,174.95999519999998,15.199999799999997,190.15999499999998,95.07999749999999
4178,0.0,43.1700001,43.1700001,64.83999969999999,108.0099998,54.0049999
4179,0.0,6.130000099999999,6.130000099999999,7.1399999,13.27,6.635
4182,0.0,67.7099983,67.7099983,2.52,70.22999829999999,35.114999149999996
4185,0.0,12.190000099999999,12.190000099999999,0.89,13.0800001,6.54000005
4186,0.0,85.6800032,85.6800032,11.440000099999999,97.12000330000001,48.560001650000004
4187,0.0,0.04,0.04,0.04,0.08,0.04
4188,0.0,91.5999985,91.5999985,47.4300003,139.0299988,69.5149994
4190,0.0,0.16999999999999998,0.16999999999999998,4.4799999,4.6499999,2.32499995
4194,0.0,127.6499967,127.6499967,39.78999999999999,167.4399967,83.71999835
4195,0.0,16.3100004,16.3100004,4.8399999,21.1500003,10.57500015
4201,0.0,8.049999699999999,8.049999699999999,0.0,8.049999699999999,4.0249998499999995
4209,0.0,135.5200005,135.5200005,28.220000300000002,163.74000080000002,81.87000040000001
4220,0.0,12.2599999,12.2599999,8.429999900000002,20.689999800000002,10.344999900000001
4221,0.0,1.67,1.67,0.7,2.37,1.185
4222,0.0,0.47000000000000003,0.47000000000000003,12.749999900000002,13.219999900000003,6.6099999500000015
4226,0.0,0.47,0.47,6.9600002000000005,7.4300002,3.7150001
4236,0.0,10.23,10.23,63.23999979999999,73.4699998,36.7349999
4239,0.0,1.1099999999999999,1.1099999999999999,31.659999799999994,32.769999799999994,16.384999899999997
4260,0.0,4.759999799999999,4.759999799999999,0.13,4.889999799999999,2.4449998999999996
4268,0.0,93.2999968,93.2999968,10.5099997,103.8099965,51.90499825
4270,0.0,5.9400001,5.9400001,1.1,7.0400001,3.52000005
4274,0.0,8.1399998,8.1399998,30.209999500000002,38.3499993,19.17499965
4281,0.0,0.63,0.63,6.670000099999999,7.300000099999999,3.6500000499999996
4282,0.0,0.03,0.03,0.19,0.22,0.11
4283,0.0,4.6699999,4.6699999,41.5900016,46.2600015,23.13000075
4285,0.0,0.02,0.02,6.1100001,6.130000099999999,3.0650000499999996
4288,0.0,17.240000199999997,17.240000199999997,10.620000199999998,27.860000399999997,13.930000199999999
4290,0.0,2.0,2.0,6.4700001,8.4700001,4.23500005
4292,7.039999900000001,24.780000099999995,31.819999999999997,43.1900002,75.0100002,37.5050001
4293,0.0,3.04,3.04,2.04,5.08,2.54
4295,0.0,25.4000001,25.4000001,78.9999977,104.3999978,52.1999989
4298,2.71,48.3000001,51.0100001,39.4499993,90.4599994,45.2299997
4300,0.0,36.119999899999996,36.119999899999996,23.5799999,59.6999998,29.8499999
4301,0.0,172.69000439999996,172.69000439999996,103.9600029,276.65000729999997,138.32500364999999
4302,0.61,43.840000100000005,44.450000100000004,17.940000100000002,62.3900002,31.1950001
4305,3.99,96.86999890000001,100.8599989,103.87000029999999,204.72999919999998,102.36499959999999
4306,0.0,37.0300007,37.0300007,22.1500001,59.1800008,29.5900004
4308,0.0,111.3399972,111.3399972,49.13000100000001,160.46999820000002,80.23499910000001
4311,0.0,138.2600022,138.2600022,29.289999,167.5500012,83.7750006
4312,0.12000000000000001,57.389998899999995,57.5099989,43.9500001,101.459999,50.7299995
4313,0.0,58.82999799999999,58.82999799999999,16.359999600000002,75.1899976,37.5949988
4314,0.0,60.3199997,60.3199997,12.0499997,72.3699994,36.1849997
4316,0.0,12.96,12.96,13.960000099999998,26.9200001,13.46000005
4318,1.81,49.759999199999996,51.5699992,91.8700008,143.44,71.72
4322,0.0,27.04,27.04,50.7800007,77.82000070000001,38.910000350000004
4323,0.0,0.28,0.28,2.65,2.9299999999999997,1.4649999999999999
4325,0.0,13.0900001,13.0900001,11.400000100000002,24.4900002,12.2450001
4326,0.0,0.65,0.65,4.0400001,4.690000100000001,2.3450000500000003
4328,0.0,11.7400003,11.7400003,4.1299999,15.8700002,7.9350001
4329,0.0,0.5,0.5,31.279999200000002,31.779999200000002,15.889999600000001
4331,1.51,66.789999,68.299999,23.3900006,91.6899996,45.8449998
4332,0.09,55.819999700000004,55.9099997,9.9600002,65.8699999,32.93499995
4333,191.80999560000004,16.3099999,208.11999550000002,6.8799999000000005,214.99999540000002,107.49999770000001
4340,0.0,90.11999940000001,90.11999940000001,18.310000199999998,108.4299996,54.2149998
4345,0.0,1.25,1.25,0.38,1.63,0.815
4347,0.0,2.19,2.19,1.94,4.13,2.065
4348,0.0,4.7,4.7,4.76,9.46,4.73
4349,9.670000099999998,2.25,11.9200001,1.8499999,13.77,6.885
4353,0.0,1.34,1.34,0.88,2.22,1.11
4361,0.0,21.5399999,21.5399999,9.440000099999999,30.98,15.49
4363,0.0,0.03,0.03,0.05,0.08,0.04
4364,0.0,8.5,8.5,5.3999999,13.899999900000001,6.9499999500000005
4365,11.0499996,3.6099998999999996,14.6599995,12.239999999999998,26.8999995,13.44999975
4367,0.0,47.129999100000006,47.129999100000006,5.680000099999999,52.80999920000001,26.404999600000004
4368,0.0,0.02,0.02,0.05,0.07,0.035
4369,0.0,5.79,5.79,12.470000500000001,18.2600005,9.13000025
4373,0.27,6.2899999,6.5599999,5.71,12.2699999,6.13499995
4374,0.0,15.75,15.75,14.029999700000001,29.7799997,14.88999985
4375,0.0,12.9200001,12.9200001,3.7,16.6200001,8.31000005
4376,0.0,0.31,0.31,0.33,0.64,0.32
4377,0.13,21.6400005,21.7700005,13.129999999999999,34.9000005,17.45000025
4378,0.8899999999999999,14.1299998,15.019999799999999,16.3600001,31.3799999,15.68999995
4380,0.71,7.32,8.030000000000001,8.840000000000002,16.870000000000005,8.435000000000002
4381,0.24,16.4600003,16.700000300000003,16.9199998,33.6200001,16.81000005
4384,0.0,173.53999330000002,173.53999330000002,69.6699981,243.20999140000004,121.60499570000002
