OID_,MODE,NAMEID,NAME,OPERATOR,ONEWAY,LINKSEQ1,LINKSEQ2,A,STOP_NAME,DIST,PK_TIME1,PK_TIME2,PK_SPEED1,PK_SPEED2,OK_TIME1,OK_TIME2,OK_SPEED1,OK_SPEED2,PK_D_BRD1,PK_W_BRD1,PK_BOARD1,PK_ALIGHT1,PK_RIDERS1,PK_D_BRD2,PK_W_BRD2,PK_BOARD2,PK_ALIGHT2,PK_RIDERS2,OK_D_BRD1,OK_W_BRD1,OK_BOARD1,OK_ALIGHT1,OK_RIDERS1,OK_D_BRD2,OK_W_BRD2,OK_BOARD2,OK_ALIGHT2,OK_RIDERS2,DY_D_BRD1,DY_W_BRD1,DY_BOARD1,DY_ALIGHT1,DY_RIDERS1,DY_D_BRD2,DY_W_BRD2,DY_BOARD2,DY_ALIGHT2,DY_RIDERS2,TOT_DRIVE,TOT_WALK,TOT_BOARD,TOT_ALIGHT,TOT_RIDERS
,4,15.0000000,M850_StateStreet,0.000000000000000,1,96,147,22882, ,0.2100000,0.6900000,0.0000000,18.2999992,0.0000000,0.6700000,0.0000000,18.7999992,0.0000000,0.0000000,3.2100000,3.2100000,0.8500000,100.0100021,0.0000000,0.8500000,0.8500000,3.2100000,100.0100021,0.0000000,3.3399999,3.3399999,1.0200000,93.1699982,0.0000000,1.0200000,1.0200000,3.3399999,93.1699982,0.0000000,6.5400000,6.5400000,1.8700000,193.1799927,0.0000000,1.8700000,1.8700000,6.5400000,193.1799927,0.0000000,8.4099998,8.4099998,8.4099998,386.3599854
,4,15.0000000,M850_StateStreet,0.000000000000000,1,97,146,22884, ,0.2000000,0.6900000,0.0000000,17.3999996,0.0000000,0.6700000,0.0000000,17.8999996,0.0000000,0.0000000,14.0900002,14.0900002,4.6799998,109.4100037,0.0000000,4.6799998,4.6799998,14.0900002,109.4100037,0.0000000,13.6300001,13.6300001,5.3600001,101.4400024,0.0000000,5.3600001,5.3600001,13.6300001,101.4400024,0.0000000,27.7199993,27.7199993,10.0500002,210.8600006,0.0000000,10.0500002,10.0500002,27.7199993,210.8600006,0.0000000,37.7700005,37.7700005,37.7700005,421.7099915
,4,15.0000000,M850_StateStreet,0.000000000000000,1,98,145,22886, ,0.2600000,0.8600000,0.0000000,18.1000004,0.0000000,0.8400000,0.0000000,18.6000004,0.0000000,0.0100000,2.7900000,2.7900000,1.0000000,111.2099991,0.0000000,1.0000000,1.0000000,2.7900000,111.2099991,0.0100000,2.9100001,2.9200001,1.2300000,103.1299973,0.0000000,1.2300000,1.2300000,2.9200001,103.1299973,0.0200000,5.6999998,5.7100000,2.2300000,214.3500061,0.0000000,2.2300000,2.2300000,5.7100000,214.3500061,0.0200000,7.9200001,7.9400001,7.9400001,428.6900024
,4,15.0000000,M850_StateStreet,0.000000000000000,1,99,144,22895, ,0.2300000,0.8000000,0.0000000,17.2999992,0.0000000,0.7800000,0.0000000,17.7000008,0.0000000,0.0000000,2.6800001,2.6800001,8.9600000,104.9400024,0.0000000,8.9600000,8.9600000,2.6800001,104.9400024,0.0000000,2.7700000,2.7700000,8.8599997,97.0500031,0.0000000,8.8599997,8.8599997,2.7700000,97.0500031,0.0000000,5.4600000,5.4600000,17.8099995,201.9900055,0.0000000,17.8099995,17.8099995,5.4600000,201.9900055,0.0000000,23.2700005,23.2700005,23.2700005,403.9800110
,4,15.0000000,M850_StateStreet,0.000000000000000,1,101,142,23005, ,0.2500000,0.8300000,0.0000000,18.1000004,0.0000000,0.8300000,0.0000000,18.1000004,0.0000000,0.0000000,1.0100000,1.0100000,2.4100001,103.5400009,0.0000000,2.4100001,2.4100001,1.0100000,103.5400009,0.0000000,1.3600000,1.3600000,2.7700000,95.6399994,0.0000000,2.7700000,2.7700000,1.3600000,95.6399994,0.0000000,2.3800001,2.3800001,5.1799998,199.1900024,0.0000000,5.1799998,5.1799998,2.3800001,199.1900024,0.0000000,7.5500002,7.5500002,7.5500002,398.3699951
,4,15.0000000,M850_StateStreet,0.000000000000000,1,102,141,23008, ,0.1900000,0.6000000,0.0000000,19.0000000,0.0000000,0.6200000,0.0000000,18.3999996,0.0000000,0.0000000,8.6800003,8.6800003,33.1599998,79.0699997,0.0000000,33.1599998,33.1599998,8.6800003,79.0699997,0.0000000,10.5299997,10.5299997,29.9599991,76.2099991,0.0000000,29.9599991,29.9599991,10.5299997,76.2099991,0.0000000,19.2099991,19.2099991,63.1199989,155.2799988,0.0000000,63.1199989,63.1199989,19.2099991,155.2799988,0.0000000,82.3300018,82.3300018,82.3300018,310.5599976
,4,15.0000000,M850_StateStreet,0.000000000000000,1,103,140,23007, ,0.1400000,0.4400000,0.0000000,19.1000004,0.0000000,0.4600000,0.0000000,18.2999992,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,79.0699997,0.0000000,0.0000000,0.0000000,0.0000000,79.0699997,0.0000000,0.0000000,0.0000000,0.0100000,76.1999969,0.0000000,0.0100000,0.0100000,0.0000000,76.1999969,0.0000000,0.0000000,0.0000000,0.0100000,155.2700043,0.0000000,0.0100000,0.0100000,0.0000000,155.2700043,0.0000000,0.0100000,0.0100000,0.0100000,310.5400085
,4,15.0000000,M850_StateStreet,0.000000000000000,1,104,139,23006, ,0.1300000,0.4100000,0.0000000,19.0000000,0.0000000,0.4300000,0.0000000,18.1000004,0.0000000,0.0000000,5.3699999,5.3699999,5.6700001,78.7699966,0.0000000,5.6700001,5.6700001,5.3699999,78.7699966,0.0000000,5.5900002,5.5900002,5.7900000,76.0100021,0.0000000,5.7900000,5.7900000,5.5900002,76.0100021,0.0000000,10.9600000,10.9600000,11.4600000,154.7700043,0.0000000,11.4600000,11.4600000,10.9600000,154.7700043,0.0000000,22.4099998,22.4099998,22.4099998,309.5499878
,4,15.0000000,M850_StateStreet,0.000000000000000,1,105,138,23004, ,0.1400000,0.4400000,0.0000000,19.1000004,0.0000000,0.4500000,0.0000000,18.7000008,0.0000000,0.0000000,0.9000000,0.9000000,0.0000000,79.6699982,0.0000000,0.0000000,0.0000000,0.9000000,79.6699982,0.0000000,1.0100000,1.0100000,0.0000000,77.0199966,0.0000000,0.0000000,0.0000000,1.0100000,77.0199966,0.0000000,1.9200000,1.9200000,0.0000000,156.6900024,0.0000000,0.0000000,0.0000000,1.9200000,156.6900024,0.0000000,1.9200000,1.9200000,1.9200000,313.3800049
,4,15.0000000,M850_StateStreet,0.000000000000000,1,106,137,25279, ,0.1300000,0.4300000,0.0000000,18.1000004,0.0000000,0.4400000,0.0000000,17.7000008,0.0000000,0.0000000,2.7100000,2.7100000,2.7200000,79.6500015,0.0000000,2.7200000,2.7200000,2.7100000,79.6500015,0.0000000,2.2500000,2.2500000,3.4100001,75.8700027,0.0000000,3.4100001,3.4100001,2.2500000,75.8700027,0.0000000,4.9600000,4.9600000,6.1300001,155.5200043,0.0000000,6.1300001,6.1300001,4.9600000,155.5200043,0.0000000,11.0900002,11.0900002,11.0900002,311.0400085
,4,15.0000000,M850_StateStreet,0.000000000000000,1,107,136,23003, ,0.1400000,0.4900000,0.0000000,17.1000004,0.0000000,0.4900000,0.0000000,17.1000004,0.0000000,0.0000000,4.2800002,4.2800002,2.7900000,81.1399994,0.0000000,2.7900000,2.7900000,4.2800002,81.1399994,0.0000000,3.9700000,3.9700000,3.1700001,76.6699982,0.0000000,3.1700001,3.1700001,3.9700000,76.6699982,0.0000000,8.2500000,8.2500000,5.9600000,157.8099976,0.0000000,5.9600000,5.9600000,8.2500000,157.8099976,0.0000000,14.2100000,14.2100000,14.2100000,315.6099854
,4,15.0000000,M850_StateStreet,0.000000000000000,1,108,135,25240, ,0.1400000,0.5000000,0.0000000,16.7999992,0.0000000,0.5000000,0.0000000,16.7999992,0.0000000,0.0000000,2.0200000,2.0200000,8.5299997,74.6200027,0.0000000,8.5299997,8.5299997,2.0200000,74.6200027,0.0000000,4.0400000,4.0400000,7.4600000,73.2399979,0.0000000,7.4600000,7.4600000,4.0400000,73.2399979,0.0000000,6.0500002,6.0500002,15.9899998,147.8699951,0.0000000,15.9899998,15.9899998,6.0500002,147.8699951,0.0000000,22.0499992,22.0499992,22.0499992,295.7300110
,4,15.0000000,M850_StateStreet,0.000000000000000,1,109,134,23064, ,0.0900000,0.3400000,0.0000000,15.8999996,0.0000000,0.3400000,0.0000000,15.8999996,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,74.6200027,0.0000000,0.0000000,0.0000000,0.0000000,74.6200027,0.0000000,0.0000000,0.0000000,0.0000000,73.2399979,0.0000000,0.0000000,0.0000000,0.0000000,73.2399979,0.0000000,0.0000000,0.0000000,0.0000000,147.8699951,0.0000000,0.0000000,0.0000000,0.0000000,147.8699951,0.0000000,0.0000000,0.0000000,0.0000000,295.7300110
,4,15.0000000,M850_StateStreet,0.000000000000000,1,110,133,25278, ,0.0900000,0.3300000,0.0000000,16.3999996,0.0000000,0.3300000,0.0000000,16.3999996,0.0000000,0.0000000,0.4000000,0.4000000,7.6799998,67.3399963,0.0000000,7.6799998,7.6799998,0.4000000,67.3399963,0.0000000,0.5400000,0.5400000,7.4699998,66.3099976,0.0000000,7.4699998,7.4699998,0.5400000,66.3099976,0.0000000,0.9400000,0.9400000,15.1499996,133.6600037,0.0000000,15.1499996,15.1499996,0.9400000,133.6600037,0.0000000,16.0900002,16.0900002,16.0900002,267.3099976
,4,15.0000000,M850_StateStreet,0.000000000000000,1,111,132,23069, ,0.0900000,0.3300000,0.0000000,16.3999996,0.0000000,0.3300000,0.0000000,16.3999996,0.0000000,0.2500000,1.5900000,1.8400000,1.7200000,67.4599991,0.0000000,1.7200000,1.7200000,1.8400000,67.4599991,0.2700000,1.8600000,2.1300001,2.3800001,66.0599976,0.0000000,2.3800001,2.3800001,2.1300001,66.0599976,0.5200000,3.4400001,3.9600000,4.0999999,133.5200043,0.0000000,4.0999999,4.0999999,3.9600000,133.5200043,0.5200000,7.5400000,8.0600004,8.0600004,267.0400085
,4,15.0000000,M850_StateStreet,0.000000000000000,1,112,131,25968, ,0.1000000,0.3300000,0.0000000,18.2000008,0.0000000,0.3300000,0.0000000,18.2000008,0.0000000,0.0000000,0.7900000,0.7900000,4.9600000,63.2799988,0.0000000,4.9600000,4.9600000,0.7900000,63.2799988,0.0000000,1.1400000,1.1400000,4.8600001,62.3400002,0.0000000,4.8600001,4.8600001,1.1400000,62.3400002,0.0000000,1.9200000,1.9200000,9.8199997,125.6100006,0.0000000,9.8199997,9.8199997,1.9200000,125.6100006,0.0000000,11.7500000,11.7500000,11.7500000,251.2299957
,4,15.0000000,M850_StateStreet,0.000000000000000,1,113,130,23067, ,0.1000000,0.3500000,0.0000000,17.1000004,0.0000000,0.3500000,0.0000000,17.1000004,0.0000000,0.0000000,0.0000000,0.0000000,4.3400002,58.9399986,0.0000000,4.3400002,4.3400002,0.0000000,58.9399986,0.0000000,0.0000000,0.0000000,3.6500001,58.6800003,0.0000000,3.6500001,3.6500001,0.0000000,58.6800003,0.0000000,0.0000000,0.0000000,7.9899998,117.6200027,0.0000000,7.9899998,7.9899998,0.0000000,117.6200027,0.0000000,7.9899998,7.9899998,7.9899998,235.2400055
,4,15.0000000,M850_StateStreet,0.000000000000000,1,114,129,23068, ,0.1800000,0.6100000,0.0000000,17.7000008,0.0000000,0.6200000,0.0000000,17.3999996,0.0000000,0.0000000,0.6700000,0.6700000,15.6199999,43.9900017,0.0000000,15.6199999,15.6199999,0.6700000,43.9900017,0.0000000,0.8900000,0.8900000,13.9399996,45.6300011,0.0000000,13.9399996,13.9399996,0.8900000,45.6300011,0.0000000,1.5599999,1.5599999,29.5499992,89.6299973,0.0000000,29.5499992,29.5499992,1.5599999,89.6299973,0.0000000,31.1100006,31.1100006,31.1100006,179.2500000
,4,15.0000000,M850_StateStreet,0.000000000000000,1,115,128,23066, ,0.1800000,0.6500000,0.0000000,16.6000004,0.0000000,0.6700000,0.0000000,16.1000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,43.9900017,0.0000000,0.0000000,0.0000000,0.0000000,43.9900017,0.0000000,0.0000000,0.0000000,0.0000000,45.6300011,0.0000000,0.0000000,0.0000000,0.0000000,45.6300011,0.0000000,0.0000000,0.0000000,0.0000000,89.6299973,0.0000000,0.0000000,0.0000000,0.0000000,89.6299973,0.0000000,0.0000000,0.0000000,0.0000000,179.2500000
,4,15.0000000,M850_StateStreet,0.000000000000000,1,117,126,23065, ,0.3700000,1.3300000,0.0000000,16.7000008,0.0000000,1.3900000,0.0000000,16.0000000,0.0000000,0.0000000,0.1100000,0.1100000,2.7500000,41.3600006,0.0000000,2.7500000,2.7500000,0.1100000,41.3600006,0.0000000,0.1100000,0.1100000,2.9400001,42.7999992,0.0000000,2.9400001,2.9400001,0.1100000,42.7999992,0.0000000,0.2200000,0.2200000,5.6900001,84.1600037,0.0000000,5.6900001,5.6900001,0.2200000,84.1600037,0.0000000,5.9000001,5.9000001,5.9000001,168.3200073
,4,15.0000000,M850_StateStreet,0.000000000000000,1,119,124,23155, ,0.3500000,1.5700001,0.0000000,13.3999996,0.0000000,1.5700001,0.0000000,13.3999996,0.0000000,0.0000000,0.0100000,0.0100000,21.3400002,20.0300007,0.0000000,21.3400002,21.3400002,0.0100000,20.0300007,0.0000000,0.0400000,0.0400000,23.9500008,18.8899994,0.0000000,23.9500008,23.9500008,0.0400000,18.8899994,0.0000000,0.0500000,0.0500000,45.2799988,38.9199982,0.0000000,45.2799988,45.2799988,0.0500000,38.9199982,0.0000000,45.3300018,45.3300018,45.3300018,77.8399963
,4,15.0000000,M850_StateStreet,0.000000000000000,1,122,121,20090, ,0.3500000,1.5700001,0.0000000,13.3999996,0.0000000,1.5700001,0.0000000,13.3999996,0.0000000,14.5100002,18.0000000,32.5099983,20.0100002,32.5299988,0.0000000,20.0100002,20.0100002,32.5099983,32.5299988,8.3999996,18.6299992,27.0400009,18.8999996,27.0300007,0.0000000,18.8999996,18.8999996,27.0400009,27.0300007,22.9099998,36.6399994,59.5499992,38.9099998,59.5600014,0.0000000,38.9099998,38.9099998,59.5499992,59.5600014,22.9099998,75.5500031,98.4599991,98.4599991,119.1200027
,4,15.0000000,M850_StateStreet,0.000000000000000,1,125,118,23155, ,0.3700000,1.4900000,0.0000000,14.8999996,0.0000000,1.4100000,0.0000000,15.6999998,0.0000000,0.0000000,2.7500000,2.7500000,0.0700000,35.2099991,0.0000000,0.0700000,0.0700000,2.7500000,35.2099991,0.0000000,4.9899998,4.9899998,0.0400000,31.9799995,0.0000000,0.0400000,0.0400000,4.9899998,31.9799995,0.0000000,7.7399998,7.7399998,0.1100000,67.1900024,0.0000000,0.1100000,0.1100000,7.7399998,67.1900024,0.0000000,7.8400002,7.8400002,7.8400002,134.3800049
,4,15.0000000,M850_StateStreet,0.000000000000000,1,127,116,23065, ,0.1800000,0.7400000,0.0000000,14.6000004,0.0000000,0.6800000,0.0000000,15.8999996,0.0000000,0.0000000,6.0400000,6.0400000,0.0700000,41.1699982,0.0000000,0.0700000,0.0700000,6.0400000,41.1699982,0.0000000,7.5400000,7.5400000,0.1000000,39.4300003,0.0000000,0.1000000,0.1000000,7.5400000,39.4300003,0.0000000,13.5799999,13.5799999,0.1700000,80.5899963,0.0000000,0.1700000,0.1700000,13.5799999,80.5899963,0.0000000,13.7500000,13.7500000,13.7500000,161.1900024
,4,15.0000000,M850_StateStreet,0.000000000000000,1,129,114,23066, ,0.1800000,0.6500000,0.0000000,16.6000004,0.0000000,0.6300000,0.0000000,17.1000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,41.1699982,0.0000000,0.0000000,0.0000000,0.0000000,41.1699982,0.0000000,0.0000000,0.0000000,0.0000000,39.4300003,0.0000000,0.0000000,0.0000000,0.0000000,39.4300003,0.0000000,0.0000000,0.0000000,0.0000000,80.5899963,0.0000000,0.0000000,0.0000000,0.0000000,80.5899963,0.0000000,0.0000000,0.0000000,0.0000000,161.1900024
,4,15.0000000,M850_StateStreet,0.000000000000000,1,130,113,23068, ,0.1000000,0.3600000,0.0000000,16.7000008,0.0000000,0.3600000,0.0000000,16.7000008,0.0000000,0.0000000,6.1599998,6.1599998,0.5900000,46.7400017,0.0000000,0.5900000,0.5900000,6.1599998,46.7400017,0.0000000,6.7900000,6.7900000,0.9100000,45.3100014,0.0000000,0.9100000,0.9100000,6.7900000,45.3100014,0.0000000,12.9499998,12.9499998,1.5000000,92.0500031,0.0000000,1.5000000,1.5000000,12.9499998,92.0500031,0.0000000,14.4499998,14.4499998,14.4499998,184.0899963
,4,15.0000000,M850_StateStreet,0.000000000000000,1,131,112,23067, ,0.1000000,0.3400000,0.0000000,17.6000004,0.0000000,0.3300000,0.0000000,18.2000008,0.0000000,0.0000000,1.8400000,1.8400000,0.0000000,48.5699997,0.0000000,0.0000000,0.0000000,1.8400000,48.5699997,0.0000000,1.6200000,1.6200000,0.0000000,46.9199982,0.0000000,0.0000000,0.0000000,1.6200000,46.9199982,0.0000000,3.4500000,3.4500000,0.0000000,95.5000000,0.0000000,0.0000000,0.0000000,3.4500000,95.5000000,0.0000000,3.4500000,3.4500000,3.4500000,190.9900055
,4,15.0000000,M850_StateStreet,0.000000000000000,1,132,111,25968, ,0.0900000,0.3300000,0.0000000,16.3999996,0.0000000,0.3300000,0.0000000,16.3999996,0.0000000,0.0000000,3.8599999,3.8599999,1.5100000,50.9199982,0.0000000,1.5100000,1.5100000,3.8599999,50.9199982,0.0000000,4.1300001,4.1300001,1.6600000,49.4000015,0.0000000,1.6600000,1.6600000,4.1300001,49.4000015,0.0000000,7.9899998,7.9899998,3.1700001,100.3199997,0.0000000,3.1700001,3.1700001,7.9899998,100.3199997,0.0000000,11.1599998,11.1599998,11.1599998,200.6300049
,4,15.0000000,M850_StateStreet,0.000000000000000,1,133,110,23069, ,0.0900000,0.3300000,0.0000000,16.3999996,0.0000000,0.3300000,0.0000000,16.3999996,0.0000000,6.9299998,11.4700003,18.3999996,0.1300000,69.1900024,0.0000000,0.1300000,0.1300000,18.3999996,69.1900024,3.9800000,11.3999996,15.3699999,0.2700000,64.5000000,0.0000000,0.2700000,0.2700000,15.3699999,64.5000000,10.8999996,22.8600006,33.7700005,0.4000000,133.6900024,0.0000000,0.4000000,0.4000000,33.7700005,133.6900024,10.8999996,23.2600002,34.1599998,34.1599998,267.3800049
,4,15.0000000,M850_StateStreet,0.000000000000000,1,134,109,25278, ,0.0900000,0.3400000,0.0000000,15.8999996,0.0000000,0.3400000,0.0000000,15.8999996,0.0000000,0.0000000,2.7900000,2.7900000,0.1400000,71.8499985,0.0000000,0.1400000,0.1400000,2.7900000,71.8499985,0.0000000,3.3299999,3.3299999,0.2500000,67.5800018,0.0000000,0.2500000,0.2500000,3.3299999,67.5800018,0.0000000,6.1199999,6.1199999,0.3900000,139.4299927,0.0000000,0.3900000,0.3900000,6.1199999,139.4299927,0.0000000,6.5000000,6.5000000,6.5000000,278.8500061
,4,15.0000000,M850_StateStreet,0.000000000000000,1,135,108,23064, ,0.1400000,0.5000000,0.0000000,16.7999992,0.0000000,0.5000000,0.0000000,16.7999992,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,71.8499985,0.0000000,0.0000000,0.0000000,0.0000000,71.8499985,0.0000000,0.0000000,0.0000000,0.0000000,67.5800018,0.0000000,0.0000000,0.0000000,0.0000000,67.5800018,0.0000000,0.0000000,0.0000000,0.0000000,139.4299927,0.0000000,0.0000000,0.0000000,0.0000000,139.4299927,0.0000000,0.0000000,0.0000000,0.0000000,278.8500061
,4,15.0000000,M850_StateStreet,0.000000000000000,1,136,107,25240, ,0.1400000,0.4900000,0.0000000,17.1000004,0.0000000,0.4900000,0.0000000,17.1000004,0.0000000,0.0000000,2.8900001,2.8900001,1.8500000,72.8899994,0.0000000,1.8500000,1.8500000,2.8900001,72.8899994,0.0000000,3.3399999,3.3399999,2.2900000,68.6200027,0.0000000,2.2900000,2.2900000,3.3399999,68.6200027,0.0000000,6.2199998,6.2199998,4.1300001,141.5099945,0.0000000,4.1300001,4.1300001,6.2199998,141.5099945,0.0000000,10.3599997,10.3599997,10.3599997,283.0299988
,4,15.0000000,M850_StateStreet,0.000000000000000,1,137,106,23003, ,0.1300000,0.4500000,0.0000000,17.2999992,0.0000000,0.4400000,0.0000000,17.7000008,0.0000000,0.0000000,4.7800002,4.7800002,0.8000000,76.8799973,0.0000000,0.8000000,0.8000000,4.7800002,76.8799973,0.0000000,5.0900002,5.0900002,1.0400000,72.6699982,0.0000000,1.0400000,1.0400000,5.0900002,72.6699982,0.0000000,9.8699999,9.8699999,1.8400000,149.5500031,0.0000000,1.8400000,1.8400000,9.8699999,149.5500031,0.0000000,11.7100000,11.7100000,11.7100000,299.1000061
,4,15.0000000,M850_StateStreet,0.000000000000000,1,138,105,25279, ,0.1400000,0.4600000,0.0000000,18.2999992,0.0000000,0.4500000,0.0000000,18.7000008,0.0000000,0.0000000,11.4799995,11.4799995,0.9100000,87.4599991,0.0000000,0.9100000,0.9100000,11.4799995,87.4599991,0.0000000,11.0299997,11.0299997,1.0400000,82.6600037,0.0000000,1.0400000,1.0400000,11.0299997,82.6600037,0.0000000,22.5100002,22.5100002,1.9500000,170.1199951,0.0000000,1.9500000,1.9500000,22.5100002,170.1199951,0.0000000,24.4500008,24.4500008,24.4500008,340.2300110
,4,15.0000000,M850_StateStreet,0.000000000000000,1,139,104,23004, ,0.1300000,0.4400000,0.0000000,17.7000008,0.0000000,0.4300000,0.0000000,18.1000004,0.0000000,0.0000000,0.0000000,0.0000000,0.1400000,87.3199997,0.0000000,0.1400000,0.1400000,0.0000000,87.3199997,0.0000000,0.0000000,0.0000000,0.1400000,82.5100021,0.0000000,0.1400000,0.1400000,0.0000000,82.5100021,0.0000000,0.0000000,0.0000000,0.2900000,169.8300018,0.0000000,0.2900000,0.2900000,0.0000000,169.8300018,0.0000000,0.2900000,0.2900000,0.2900000,339.6600037
,4,15.0000000,M850_StateStreet,0.000000000000000,1,140,103,23006, ,0.1400000,0.4700000,0.0000000,17.8999996,0.0000000,0.4600000,0.0000000,18.2999992,0.0000000,0.0000000,6.6599998,6.6599998,2.7800000,91.1900024,0.0000000,2.7800000,2.7800000,6.6599998,91.1900024,0.0000000,7.3200002,7.3200002,3.2500000,86.5800018,0.0000000,3.2500000,3.2500000,7.3200002,86.5800018,0.0000000,13.9700003,13.9700003,6.0300002,177.7700043,0.0000000,6.0300002,6.0300002,13.9700003,177.7700043,0.0000000,20.0000000,20.0000000,20.0000000,355.5400085
,4,15.0000000,M850_StateStreet,0.000000000000000,1,141,102,23007, ,0.1900000,0.6600000,0.0000000,17.2999992,0.0000000,0.6200000,0.0000000,18.3999996,0.0000000,0.0000000,0.0500000,0.0500000,0.0000000,91.2399979,0.0000000,0.0000000,0.0000000,0.0500000,91.2399979,0.0000000,0.0400000,0.0400000,0.0000000,86.6200027,0.0000000,0.0000000,0.0000000,0.0400000,86.6200027,0.0000000,0.0900000,0.0900000,0.0000000,177.8600006,0.0000000,0.0000000,0.0000000,0.0900000,177.8600006,0.0000000,0.0900000,0.0900000,0.0900000,355.7200012
,4,15.0000000,M850_StateStreet,0.000000000000000,1,142,101,23008, ,0.2500000,0.8200000,0.0000000,18.2999992,0.0000000,0.8200000,0.0000000,18.2999992,0.0000000,0.0000000,8.6000004,8.6000004,29.4899998,70.3499985,0.0000000,29.4899998,29.4899998,8.6000004,70.3499985,0.0000000,7.1700001,7.1700001,28.3500004,65.4400024,0.0000000,28.3500004,28.3500004,7.1700001,65.4400024,0.0000000,15.7700005,15.7700005,57.8400002,135.7899933,0.0000000,57.8400002,57.8400002,15.7700005,135.7899933,0.0000000,73.6100006,73.6100006,73.6100006,271.5700073
,4,15.0000000,M850_StateStreet,0.000000000000000,1,143,100,23005, ,0.2300000,0.7600000,0.0000000,18.2000008,0.0000000,0.7800000,0.0000000,17.7000008,0.0000000,0.0000000,3.4400001,3.4400001,1.3500000,72.4400024,0.0000000,1.3500000,1.3500000,3.4400001,72.4400024,0.0000000,3.8099999,3.8099999,1.6300000,67.6200027,0.0000000,1.6300000,1.6300000,3.8099999,67.6200027,0.0000000,7.2600002,7.2600002,2.9800000,140.0700073,0.0000000,2.9800000,2.9800000,7.2600002,140.0700073,0.0000000,10.2399998,10.2399998,10.2399998,280.1300049
,4,15.0000000,M850_StateStreet,0.000000000000000,1,145,98,22895, ,0.2600000,0.8400000,0.0000000,18.6000004,0.0000000,0.8400000,0.0000000,18.6000004,0.0000000,0.0000000,2.1400001,2.1400001,5.6700001,68.9100037,0.0000000,5.6700001,5.6700001,2.1400001,68.9100037,0.0000000,3.1800001,3.1800001,5.3699999,65.4300003,0.0000000,5.3699999,5.3699999,3.1800001,65.4300003,0.0000000,5.3200002,5.3200002,11.0500002,134.3399963,0.0000000,11.0500002,11.0500002,5.3200002,134.3399963,0.0000000,16.3700008,16.3700008,16.3700008,268.6799927
,4,15.0000000,M850_StateStreet,0.000000000000000,1,146,97,22886, ,0.2000000,0.6600000,0.0000000,18.2000008,0.0000000,0.6600000,0.0000000,18.2000008,0.0000000,0.0600000,2.8599999,2.9100001,0.4700000,71.3399963,0.0000000,0.4700000,0.4700000,2.9100001,71.3399963,0.0400000,3.0899999,3.1300001,0.6200000,67.9400024,0.0000000,0.6200000,0.6200000,3.1300001,67.9400024,0.0900000,5.9499998,6.0400000,1.1000000,139.2799988,0.0000000,1.1000000,1.1000000,6.0400000,139.2799988,0.0900000,7.0400000,7.1300001,7.1300001,278.5599976
,4,15.0000000,M850_StateStreet,0.000000000000000,1,147,96,22884, ,0.2100000,0.6700000,0.0000000,18.7999992,0.0000000,0.6700000,0.0000000,18.7999992,0.0000000,0.0000000,13.2700005,13.2700005,4.2500000,80.3600006,0.0000000,4.2500000,4.2500000,13.2700005,80.3600006,0.0000000,10.7100000,10.7100000,5.0000000,73.6399994,0.0000000,5.0000000,5.0000000,10.7100000,73.6399994,0.0000000,23.9799995,23.9799995,9.2500000,154.0000000,0.0000000,9.2500000,9.2500000,23.9799995,154.0000000,0.0000000,33.2299995,33.2299995,33.2299995,308.0000000
,4,15.0000000,M850_StateStreet,0.000000000000000,1,148,95,22882, ,0.3200000,1.0300000,0.0000000,18.6000004,0.0000000,1.0300000,0.0000000,18.6000004,0.0000000,0.0000000,2.0899999,2.0899999,0.4600000,81.9899979,0.0000000,0.4600000,0.4600000,2.0899999,81.9899979,0.0000000,2.1800001,2.1800001,0.6400000,75.1800003,0.0000000,0.6400000,0.6400000,2.1800001,75.1800003,0.0000000,4.2700000,4.2700000,1.1000000,157.1799927,0.0000000,1.1000000,1.1000000,4.2700000,157.1799927,0.0000000,5.3699999,5.3699999,5.3699999,314.3500061
,4,15.0000000,M850_StateStreet,0.000000000000000,1,149,94,22825, ,0.0800000,0.2500000,0.0000000,19.2000008,0.0000000,0.2500000,0.0000000,19.2000008,0.0000000,0.0000000,15.0100002,15.0100002,4.3899999,92.5999985,0.0000000,4.3899999,4.3899999,15.0100002,92.5999985,0.0000000,12.2299995,12.2299995,5.1199999,82.2900009,0.0000000,5.1199999,5.1199999,12.2299995,82.2900009,0.0000000,27.2299995,27.2299995,9.5100002,174.8999939,0.0000000,9.5100002,9.5100002,27.2299995,174.8999939,0.0000000,36.7400017,36.7400017,36.7400017,349.7900085
