OID_,MODE,NAMEID,NAME,OPERATOR,ONEWAY,LINKSEQ1,LINKSEQ2,A,STOP_NAME,DIST,PK_TIME1,PK_TIME2,PK_SPEED1,PK_SPEED2,OK_TIME1,OK_TIME2,OK_SPEED1,OK_SPEED2,PK_D_BRD1,PK_W_BRD1,PK_BOARD1,PK_ALIGHT1,PK_RIDERS1,PK_D_BRD2,PK_W_BRD2,PK_BOARD2,PK_ALIGHT2,PK_RIDERS2,OK_D_BRD1,OK_W_BRD1,OK_BOARD1,OK_ALIGHT1,OK_RIDERS1,OK_D_BRD2,OK_W_BRD2,OK_BOARD2,OK_ALIGHT2,OK_RIDERS2,DY_D_BRD1,DY_W_BRD1,DY_BOARD1,DY_ALIGHT1,DY_RIDERS1,DY_D_BRD2,DY_W_BRD2,DY_BOARD2,DY_ALIGHT2,DY_RIDERS2,TOT_DRIVE,TOT_WALK,TOT_BOARD,TOT_ALIGHT,TOT_RIDERS
,4,1.0000000,D460,0.000000000000000,1,40,92,3736, ,0.4500000,1.5599999,0.0000000,17.2999992,0.0000000,1.5000000,0.0000000,18.0000000,0.0000000,0.0000000,0.0100000,0.0100000,0.0500000,14.0799999,0.0000000,0.0500000,0.0500000,0.0100000,14.0799999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,0.0100000,0.0500000,14.0799999,0.0000000,0.0500000,0.0500000,0.0100000,14.0799999,0.0000000,0.0600000,0.0600000,0.0600000,28.1499996
,4,1.0000000,D460,0.000000000000000,1,42,90,3645, ,0.4500000,1.8500000,0.0000000,14.6000004,0.0000000,1.6300000,0.0000000,16.6000004,0.0000000,0.0000000,10.1400003,10.1400003,0.1000000,24.1100006,0.0000000,0.1000000,0.1000000,10.1400003,24.1100006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.1400003,10.1400003,0.1000000,24.1100006,0.0000000,0.1000000,0.1000000,10.1400003,24.1100006,0.0000000,10.2299995,10.2299995,10.2299995,48.2200012
,4,1.0000000,D460,0.000000000000000,1,45,87,3646, ,0.1500000,0.8900000,0.0000000,10.1000004,0.0000000,0.8200000,0.0000000,11.0000000,0.0000000,0.0000000,0.8400000,0.8400000,2.7000000,22.2500000,0.0000000,2.7000000,2.7000000,0.8400000,22.2500000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.8400000,0.8400000,2.7000000,22.2500000,0.0000000,2.7000000,2.7000000,0.8400000,22.2500000,0.0000000,3.5400000,3.5400000,3.5400000,44.5000000
,4,1.0000000,D460,0.000000000000000,1,47,85,3651, ,0.1500000,0.8500000,0.0000000,10.6000004,0.0000000,0.7300000,0.0000000,12.3000002,0.0000000,0.0000000,0.0700000,0.0700000,0.3400000,21.9899998,0.0000000,0.3400000,0.3400000,0.0700000,21.9899998,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0700000,0.0700000,0.3400000,21.9899998,0.0000000,0.3400000,0.3400000,0.0700000,21.9899998,0.0000000,0.4100000,0.4100000,0.4100000,43.9700012
,4,1.0000000,D460,0.000000000000000,1,49,83,3653, ,0.2200000,1.2300000,0.0000000,10.6999998,0.0000000,1.1799999,0.0000000,11.1999998,0.0000000,0.0000000,0.1000000,0.1000000,1.2400000,20.8400002,0.0000000,1.2400000,1.2400000,0.1000000,20.8400002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1000000,0.1000000,1.2400000,20.8400002,0.0000000,1.2400000,1.2400000,0.1000000,20.8400002,0.0000000,1.3400000,1.3400000,1.3400000,41.6800003
,4,1.0000000,D460,0.000000000000000,1,52,80,3661, ,0.2500000,1.0800000,0.0000000,13.8999996,0.0000000,1.0100000,0.0000000,14.8999996,0.0000000,0.0000000,0.0000000,0.0000000,2.4000001,18.4400005,0.0000000,2.4000001,2.4000001,0.0000000,18.4400005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.4000001,18.4400005,0.0000000,2.4000001,2.4000001,0.0000000,18.4400005,0.0000000,2.4000001,2.4000001,2.4000001,36.8800011
,4,1.0000000,D460,0.000000000000000,1,55,77,3805, ,0.1500000,0.6600000,0.0000000,13.6000004,0.0000000,0.6400000,0.0000000,14.1000004,0.0000000,0.0000000,1.8700000,1.8700000,3.7100000,16.6100006,0.0000000,3.7100000,3.7100000,1.8700000,16.6100006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8700000,1.8700000,3.7100000,16.6100006,0.0000000,3.7100000,3.7100000,1.8700000,16.6100006,0.0000000,5.5799999,5.5799999,5.5799999,33.2099991
,4,1.0000000,D460,0.000000000000000,1,57,75,3802, ,0.1500000,0.6600000,0.0000000,13.6000004,0.0000000,0.6700000,0.0000000,13.3999996,0.0000000,0.0100000,1.0900000,1.1000000,1.6200000,16.0900002,0.0000000,1.6200000,1.6200000,1.1000000,16.0900002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,1.0900000,1.1000000,1.6200000,16.0900002,0.0000000,1.6200000,1.6200000,1.1000000,16.0900002,0.0100000,2.7100000,2.7100000,2.7100000,32.1699982
,4,1.0000000,D460,0.000000000000000,1,59,73,3797, ,0.1500000,0.6300000,0.0000000,14.3000002,0.0000000,0.6600000,0.0000000,13.6000004,0.0000000,0.0000000,0.1400000,0.1400000,3.2300000,13.0000000,0.0000000,3.2300000,3.2300000,0.1400000,13.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1400000,0.1400000,3.2300000,13.0000000,0.0000000,3.2300000,3.2300000,0.1400000,13.0000000,0.0000000,3.3800001,3.3800001,3.3800001,26.0000000
,4,1.0000000,D460,0.000000000000000,1,61,71,3795, ,0.1500000,0.6400000,0.0000000,14.1000004,0.0000000,0.6800000,0.0000000,13.1999998,0.0000000,0.0000000,0.0200000,0.0200000,2.5699999,10.4499998,0.0000000,2.5699999,2.5699999,0.0200000,10.4499998,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0200000,0.0200000,2.5699999,10.4499998,0.0000000,2.5699999,2.5699999,0.0200000,10.4499998,0.0000000,2.5899999,2.5899999,2.5899999,20.8999996
,4,1.0000000,D460,0.000000000000000,1,63,69,3792, ,0.1600000,0.8000000,0.0000000,12.0000000,0.0000000,0.8100000,0.0000000,11.8999996,0.0000000,0.0100000,0.1000000,0.1100000,3.2500000,7.3099999,0.0000000,3.2500000,3.2500000,0.1100000,7.3099999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,0.1000000,0.1100000,3.2500000,7.3099999,0.0000000,3.2500000,3.2500000,0.1100000,7.3099999,0.0100000,3.3499999,3.3599999,3.3599999,14.6099997
,4,1.0000000,D460,0.000000000000000,1,65,67,3776, ,0.1500000,0.7700000,0.0000000,11.6999998,0.0000000,0.7700000,0.0000000,11.6999998,0.0000000,0.0000000,0.0400000,0.0400000,4.9200001,2.4200001,0.0000000,4.9200001,4.9200001,0.0400000,2.4200001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0400000,0.0400000,4.9200001,2.4200001,0.0000000,4.9200001,4.9200001,0.0400000,2.4200001,0.0000000,4.9600000,4.9600000,4.9600000,4.8400002
,4,1.0000000,D460,0.000000000000000,1,67,65,3763, ,0.1500000,0.8500000,0.0000000,10.6000004,0.0000000,0.7900000,0.0000000,11.3999996,0.0000000,0.0000000,0.7900000,0.7900000,2.4200001,0.7900000,0.0000000,2.4200001,2.4200001,0.7900000,0.7900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.7900000,0.7900000,2.4200001,0.7900000,0.0000000,2.4200001,2.4200001,0.7900000,0.7900000,0.0000000,3.2100000,3.2100000,3.2100000,1.5800000
,4,1.0000000,D460,0.000000000000000,1,69,63,3776, ,0.1600000,0.8600000,0.0000000,11.1999998,0.0000000,0.8100000,0.0000000,11.8999996,0.0000000,0.0000000,0.2800000,0.2800000,0.0100000,1.0700001,0.0000000,0.0100000,0.0100000,0.2800000,1.0700001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2800000,0.2800000,0.0100000,1.0700001,0.0000000,0.0100000,0.0100000,0.2800000,1.0700001,0.0000000,0.2900000,0.2900000,0.2900000,2.1400001
,4,1.0000000,D460,0.000000000000000,1,71,61,3792, ,0.1500000,0.7300000,0.0000000,12.3000002,0.0000000,0.6700000,0.0000000,13.3999996,0.0000000,0.0300000,2.2400000,2.2700000,0.0500000,3.2900000,0.0000000,0.0500000,0.0500000,2.2700000,3.2900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0300000,2.2400000,2.2700000,0.0500000,3.2900000,0.0000000,0.0500000,0.0500000,2.2700000,3.2900000,0.0300000,2.2900000,2.3199999,2.3199999,6.5799999
,4,1.0000000,D460,0.000000000000000,1,73,59,3795, ,0.1500000,0.6700000,0.0000000,13.3999996,0.0000000,0.6400000,0.0000000,14.1000004,0.0000000,0.0000000,0.5400000,0.5400000,0.0000000,3.8299999,0.0000000,0.0000000,0.0000000,0.5400000,3.8299999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5400000,0.5400000,0.0000000,3.8299999,0.0000000,0.0000000,0.0000000,0.5400000,3.8299999,0.0000000,0.5400000,0.5400000,0.5400000,7.6500001
,4,1.0000000,D460,0.000000000000000,1,75,57,3797, ,0.1500000,0.6700000,0.0000000,13.3999996,0.0000000,0.6600000,0.0000000,13.6000004,0.0000000,0.1200000,1.4800000,1.5900000,0.1500000,5.2700000,0.0000000,0.1500000,0.1500000,1.5900000,5.2700000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1200000,1.4800000,1.5900000,0.1500000,5.2700000,0.0000000,0.1500000,0.1500000,1.5900000,5.2700000,0.1200000,1.6300000,1.7400000,1.7400000,10.5299997
,4,1.0000000,D460,0.000000000000000,1,77,55,3802, ,0.1500000,0.6300000,0.0000000,14.3000002,0.0000000,0.6300000,0.0000000,14.3000002,0.0000000,0.0000000,0.6600000,0.6600000,0.3400000,5.5900002,0.0000000,0.3400000,0.3400000,0.6600000,5.5900002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6600000,0.6600000,0.3400000,5.5900002,0.0000000,0.3400000,0.3400000,0.6600000,5.5900002,0.0000000,1.0000000,1.0000000,1.0000000,11.1800003
,4,1.0000000,D460,0.000000000000000,1,79,53,3805, ,0.2500000,0.9500000,0.0000000,15.8000002,0.0000000,0.9900000,0.0000000,15.1999998,0.0000000,0.0100000,1.7400000,1.7400000,0.2200000,7.1199999,0.0000000,0.2200000,0.2200000,1.7400000,7.1199999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,1.7400000,1.7400000,0.2200000,7.1199999,0.0000000,0.2200000,0.2200000,1.7400000,7.1199999,0.0100000,1.9500000,1.9600000,1.9600000,14.2299995
,4,1.0000000,D460,0.000000000000000,1,82,50,3661, ,0.2200000,1.1500000,0.0000000,11.5000000,0.0000000,1.1600000,0.0000000,11.3999996,0.0000000,0.0000000,0.7500000,0.7500000,0.0000000,7.8600001,0.0000000,0.0000000,0.0000000,0.7500000,7.8600001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.7500000,0.7500000,0.0000000,7.8600001,0.0000000,0.0000000,0.0000000,0.7500000,7.8600001,0.0000000,0.7500000,0.7500000,0.7500000,15.7200003
,4,1.0000000,D460,0.000000000000000,1,85,47,3653, ,0.1500000,0.6800000,0.0000000,13.1999998,0.0000000,0.7100000,0.0000000,12.6999998,0.0000000,0.0100000,1.7700000,1.7700000,0.0500000,9.5799999,0.0000000,0.0500000,0.0500000,1.7700000,9.5799999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,1.7700000,1.7700000,0.0500000,9.5799999,0.0000000,0.0500000,0.0500000,1.7700000,9.5799999,0.0100000,1.8200001,1.8200001,1.8200001,19.1599998
,4,1.0000000,D460,0.000000000000000,1,87,45,3651, ,0.1500000,0.7800000,0.0000000,11.5000000,0.0000000,0.8000000,0.0000000,11.3000002,0.0000000,0.0000000,0.2400000,0.2400000,0.1200000,9.7100000,0.0000000,0.1200000,0.1200000,0.2400000,9.7100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2400000,0.2400000,0.1200000,9.7100000,0.0000000,0.1200000,0.1200000,0.2400000,9.7100000,0.0000000,0.3500000,0.3500000,0.3500000,19.4099998
,4,1.0000000,D460,0.000000000000000,1,89,43,3646, ,0.4500000,1.6300000,0.0000000,16.6000004,0.0000000,1.6300000,0.0000000,16.6000004,0.0000000,0.0700000,2.1600001,2.2200000,0.5500000,11.3800001,0.0000000,0.5500000,0.5500000,2.2200000,11.3800001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0700000,2.1600001,2.2200000,0.5500000,11.3800001,0.0000000,0.5500000,0.5500000,2.2200000,11.3800001,0.0700000,2.7100000,2.7700000,2.7700000,22.7500000
,4,1.0000000,D460,0.000000000000000,1,92,40,3645, ,0.4500000,1.5000000,0.0000000,18.0000000,0.0000000,1.5000000,0.0000000,18.0000000,0.0000000,0.0000000,0.7100000,0.7100000,1.2200000,10.8699999,0.0000000,1.2200000,1.2200000,0.7100000,10.8699999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.7100000,0.7100000,1.2200000,10.8699999,0.0000000,1.2200000,1.2200000,0.7100000,10.8699999,0.0000000,1.9400001,1.9400001,1.9400001,21.7399998
,4,1.0000000,D460,0.000000000000000,1,94,38,3736, ,0.7400000,2.0699999,0.0000000,21.3999996,0.0000000,2.0699999,0.0000000,21.3999996,0.0000000,0.0000000,0.3500000,0.3500000,1.1799999,10.0400000,0.0000000,1.1799999,1.1799999,0.3500000,10.0400000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3500000,0.3500000,1.1799999,10.0400000,0.0000000,1.1799999,1.1799999,0.3500000,10.0400000,0.0000000,1.5300000,1.5300000,1.5300000,20.0799999
,4,1.0000000,D460,0.000000000000000,1,99,33,3565, ,3.3000000,9.2600002,0.0000000,21.3999996,0.0000000,9.4200001,0.0000000,21.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0200000,9.0200005,0.0000000,1.0200000,1.0200000,0.0000000,9.0200005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0200000,9.0200005,0.0000000,1.0200000,1.0200000,0.0000000,9.0200005,0.0000000,1.0200000,1.0200000,1.0200000,18.0300007
,4,1.0000000,D460,0.000000000000000,1,109,23,3498, ,0.3300000,1.2900000,0.0000000,15.3000002,0.0000000,1.2000000,0.0000000,16.5000000,0.0000000,0.0400000,0.8100000,0.8500000,0.3300000,9.5400000,0.0000000,0.3300000,0.3300000,0.8500000,9.5400000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0400000,0.8100000,0.8500000,0.3300000,9.5400000,0.0000000,0.3300000,0.3300000,0.8500000,9.5400000,0.0400000,1.1400000,1.1799999,1.1799999,19.0799999
,4,1.0000000,D460,0.000000000000000,1,111,21,3481, ,1.0500000,4.8099999,0.0000000,13.1000004,0.0000000,3.6800001,0.0000000,17.1000004,0.0000000,0.0000000,0.6900000,0.6900000,0.0000000,10.2399998,0.0000000,0.0000000,0.0000000,0.6900000,10.2399998,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6900000,0.6900000,0.0000000,10.2399998,0.0000000,0.0000000,0.0000000,0.6900000,10.2399998,0.0000000,0.6900000,0.6900000,0.6900000,20.4699993
,4,1.0000000,D460,0.000000000000000,1,114,18,3476, ,0.4500000,1.2700000,0.0000000,21.2999992,0.0000000,1.2600000,0.0000000,21.3999996,0.0000000,0.0000000,0.0300000,0.0300000,0.9300000,9.3400002,0.0000000,0.9300000,0.9300000,0.0300000,9.3400002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0300000,0.0300000,0.9300000,9.3400002,0.0000000,0.9300000,0.9300000,0.0300000,9.3400002,0.0000000,0.9600000,0.9600000,0.9600000,18.6700001
,4,1.0000000,D460,0.000000000000000,1,116,16,3636, ,0.9300000,2.5000000,0.0000000,22.2999992,0.0000000,2.5100000,0.0000000,22.2000008,0.0000000,0.0000000,1.3900000,1.3900000,7.3400002,3.3800001,0.0000000,7.3400002,7.3400002,1.3900000,3.3800001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3900000,1.3900000,7.3400002,3.3800001,0.0000000,7.3400002,7.3400002,1.3900000,3.3800001,0.0000000,8.7200003,8.7200003,8.7200003,6.7600002
,4,1.0000000,D460,0.000000000000000,1,118,14,3452, ,0.9400000,3.3299999,0.0000000,16.8999996,0.0000000,3.4100001,0.0000000,16.5000000,0.0000000,0.0000000,0.6300000,0.6300000,0.8600000,3.1400001,0.0000000,0.8600000,0.8600000,0.6300000,3.1400001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6300000,0.6300000,0.8600000,3.1400001,0.0000000,0.8600000,0.8600000,0.6300000,3.1400001,0.0000000,1.4900000,1.4900000,1.4900000,6.2800002
,4,1.0000000,D460,0.000000000000000,1,121,11,3454, ,0.6000000,1.6600000,0.0000000,21.7000008,0.0000000,1.7300000,0.0000000,20.7999992,0.0000000,0.0000000,1.1700000,1.1700000,1.1100000,3.2100000,0.0000000,1.1100000,1.1100000,1.1700000,3.2100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.1700000,1.1700000,1.1100000,3.2100000,0.0000000,1.1100000,1.1100000,1.1700000,3.2100000,0.0000000,2.2700000,2.2700000,2.2700000,6.4099998
,4,1.0000000,D460,0.000000000000000,1,127,5,3971, ,0.7700000,2.3000000,0.0000000,20.1000004,0.0000000,2.3199999,0.0000000,19.8999996,0.0000000,0.0000000,0.0700000,0.0700000,0.1400000,3.1500001,0.0000000,0.1400000,0.1400000,0.0700000,3.1500001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0700000,0.0700000,0.1400000,3.1500001,0.0000000,0.1400000,0.1400000,0.0700000,3.1500001,0.0000000,0.2100000,0.2100000,0.2100000,6.2900000
,4,1.0000000,D460,0.000000000000000,1,129,3,3434, ,0.4900000,1.9000000,0.0000000,15.5000000,0.0000000,1.9000000,0.0000000,15.5000000,0.0000000,0.0000000,0.0400000,0.0400000,0.1500000,3.0300000,0.0000000,0.1500000,0.1500000,0.0400000,3.0300000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0400000,0.0400000,0.1500000,3.0300000,0.0000000,0.1500000,0.1500000,0.0400000,3.0300000,0.0000000,0.1900000,0.1900000,0.1900000,6.0599999
